?cls	?xref
<http://purl.obolibrary.org/obo/XAO_0004009>	"UBERON:0000484"
<http://purl.obolibrary.org/obo/XAO_0003201>	"UBERON:0002424"
<http://purl.obolibrary.org/obo/XAO_0004140>	"UBERON:0005337"
<http://purl.obolibrary.org/obo/XAO_0000108>	"UBERON:0007097"
<http://purl.obolibrary.org/obo/XAO_0000117>	"UBERON:0001004"
<http://purl.obolibrary.org/obo/XAO_0000453>	"UBERON:0003117"
<http://purl.obolibrary.org/obo/XAO_0000068>	"UBERON:0004879"
<http://purl.obolibrary.org/obo/XAO_0004148>	"CL:0000763"
<http://purl.obolibrary.org/obo/XAO_0003244>	"CL:0000361"
<http://purl.obolibrary.org/obo/XAO_0005192>	"UBERON:0011241"
<http://purl.obolibrary.org/obo/XAO_0004045>	"UBERON:0001763"
<http://purl.obolibrary.org/obo/XAO_0004237>	"UBERON:0004025"
<http://purl.obolibrary.org/obo/XAO_0000282>	"UBERON:0004117"
<http://purl.obolibrary.org/obo/XAO_0004128>	"UBERON:0002382"
<http://purl.obolibrary.org/obo/XAO_0000054>	"UBERON:0002100"
<http://purl.obolibrary.org/obo/XAO_0000173>	"UBERON:0000043"
<http://purl.obolibrary.org/obo/XAO_0000124>	"UBERON:0000178"
<http://purl.obolibrary.org/obo/XAO_0003236>	"CL:0000073"
<http://purl.obolibrary.org/obo/XAO_0005295>	"UBERON:0000942"
<http://purl.obolibrary.org/obo/XAO_0004529>	"UBERON:0001768"
<http://purl.obolibrary.org/obo/XAO_0004208>	"UBERON:0009122"
<http://purl.obolibrary.org/obo/XAO_0004542>	"UBERON:0002883"
<http://purl.obolibrary.org/obo/XAO_0003033>	"UBERON:0005928"
<http://purl.obolibrary.org/obo/XAO_0000397>	"UBERON:0003089"
<http://purl.obolibrary.org/obo/XAO_0004072>	"UBERON:0002034"
<http://purl.obolibrary.org/obo/XAO_0005009>	"GO:0005819"
<http://purl.obolibrary.org/obo/XAO_0000191>	"UBERON:0001756"
<http://purl.obolibrary.org/obo/XAO_0000165>	"UBERON:0001235"
<http://purl.obolibrary.org/obo/XAO_0003176>	"UBERON:0008895"
<http://purl.obolibrary.org/obo/XAO_0006046>	"CL:0000771"
<http://purl.obolibrary.org/obo/XAO_0000357>	"UBERON:0001917"
<http://purl.obolibrary.org/obo/XAO_0004135>	"UBERON:0006215"
<http://purl.obolibrary.org/obo/XAO_0003004>	"CARO:0000012"
<http://purl.obolibrary.org/obo/XAO_0003004>	"UBERON:0000468"
<http://purl.obolibrary.org/obo/XAO_0000199>	"UBERON:0005236"
<http://purl.obolibrary.org/obo/XAO_0005314>	"UBERON:0004746"
<http://purl.obolibrary.org/obo/XAO_0005032>	"CL:0000047"
<http://purl.obolibrary.org/obo/XAO_0000121>	"UBERON:0002185"
<http://purl.obolibrary.org/obo/XAO_0000328>	"UBERON:0002106"
<http://purl.obolibrary.org/obo/XAO_0003160>	"CARO:0000041"
<http://purl.obolibrary.org/obo/XAO_0003160>	"UBERON:0000477"
<http://purl.obolibrary.org/obo/XAO_0005025>	"CL:0000235"
<http://purl.obolibrary.org/obo/XAO_0000437>	"UBERON:0000071"
<http://purl.obolibrary.org/obo/XAO_0000179>	"UBERON:0000019"
<http://purl.obolibrary.org/obo/XAO_0000330>	"UBERON:0003890"
<http://purl.obolibrary.org/obo/XAO_0003081>	"UBERON:0001737"
<http://purl.obolibrary.org/obo/XAO_0001020>	"UBERON:0013655"
<http://purl.obolibrary.org/obo/XAO_1000008>	"UBERON:0009849"
<http://purl.obolibrary.org/obo/XAO_0006003>	"GO:0044297"
<http://purl.obolibrary.org/obo/XAO_0003251>	"CL:0000249"
<http://purl.obolibrary.org/obo/XAO_0000139>	"UBERON:0002358"
<http://purl.obolibrary.org/obo/XAO_0003039>	"CARO:0000019"
<http://purl.obolibrary.org/obo/XAO_0003039>	"UBERON:0000471"
<http://purl.obolibrary.org/obo/XAO_0005011>	"GO:0005814"
<http://purl.obolibrary.org/obo/XAO_0004185>	"UBERON:0004140"
<http://purl.obolibrary.org/obo/XAO_0000344>	"UBERON:0003120"
<http://purl.obolibrary.org/obo/XAO_0003075>	"UBERON:0010323"
<http://purl.obolibrary.org/obo/XAO_0004576>	"UBERON:0001879"
<http://purl.obolibrary.org/obo/XAO_0003222>	"UBERON:0001794"
<http://purl.obolibrary.org/obo/XAO_0003012>	"CL:0000000"
<http://purl.obolibrary.org/obo/XAO_0003012>	"CARO:0000013"
<http://purl.obolibrary.org/obo/XAO_0003012>	"GO:0005623"
<http://purl.obolibrary.org/obo/XAO_0004156>	"UBERON:0006011"
<http://purl.obolibrary.org/obo/XAO_0006030>	"CL:0000556"
<http://purl.obolibrary.org/obo/XAO_0005322>	"UBERON:0002547"
<http://purl.obolibrary.org/obo/XAO_0003046>	"UBERON:0003104"
<http://purl.obolibrary.org/obo/XAO_0000028>	"UBERON:0001003"
<http://purl.obolibrary.org/obo/XAO_0006038>	"CL:0002376"
<http://purl.obolibrary.org/obo/XAO_0004562>	"UBERON:0001937"
<http://purl.obolibrary.org/obo/XAO_0004090>	"UBERON:0003071"
<http://purl.obolibrary.org/obo/XAO_0003155>	"CL:0000542"
<http://purl.obolibrary.org/obo/XAO_0004094>	"UBERON:0001803"
<http://purl.obolibrary.org/obo/XAO_0000102>	"UBERON:0007122"
<http://purl.obolibrary.org/obo/XAO_0003214>	"UBERON:0000981"
<http://purl.obolibrary.org/obo/XAO_0005042>	"UBERON:0001842"
<http://purl.obolibrary.org/obo/XAO_0004507>	"CL:0000062"
<http://purl.obolibrary.org/obo/XAO_0003094>	"UBERON:0001647"
<http://purl.obolibrary.org/obo/XAO_0004142>	"UBERON:0002827"
<http://purl.obolibrary.org/obo/XAO_0004015>	"UBERON:0008907"
<http://purl.obolibrary.org/obo/XAO_0000375>	"UBERON:0001473"
<http://purl.obolibrary.org/obo/XAO_0004050>	"UBERON:0007862"
<http://purl.obolibrary.org/obo/XAO_0004533>	"UBERON:0000935"
<http://purl.obolibrary.org/obo/XAO_0000143>	"UBERON:0001008"
<http://purl.obolibrary.org/obo/XAO_0006024>	"CL:0000451"
<http://purl.obolibrary.org/obo/XAO_0000040>	"UBERON:0001444"
<http://purl.obolibrary.org/obo/XAO_0000213>	"UBERON:0002393"
<http://purl.obolibrary.org/obo/XAO_0004475>	"CL:0000187"
<http://purl.obolibrary.org/obo/XAO_0000444>	"UBERON:0003091"
<http://purl.obolibrary.org/obo/XAO_0000186>	"UBERON:0001775"
<http://purl.obolibrary.org/obo/XAO_0004029>	"UBERON:0001994"
<http://purl.obolibrary.org/obo/XAO_0003235>	"CL:0000215"
<http://purl.obolibrary.org/obo/XAO_0000129>	"UBERON:0000160"
<http://purl.obolibrary.org/obo/XAO_0004031>	"UBERON:0000211"
<http://purl.obolibrary.org/obo/XAO_0005066>	"UBERON:0001783"
<http://purl.obolibrary.org/obo/XAO_0003051>	"UBERON:0003105"
<http://purl.obolibrary.org/obo/XAO_0004195>	"UBERON:4000118"
<http://purl.obolibrary.org/obo/XAO_0004169>	"UBERON:0011191"
<http://purl.obolibrary.org/obo/XAO_0000095>	"UBERON:0002540"
<http://purl.obolibrary.org/obo/XAO_0005297>	"UBERON:0015833"
<http://purl.obolibrary.org/obo/XAO_0000157>	"UBERON:0000473"
<http://purl.obolibrary.org/obo/XAO_0000159>	"UBERON:0000006"
<http://purl.obolibrary.org/obo/XAO_0004568>	"UBERON:0002892"
<http://purl.obolibrary.org/obo/XAO_0003059>	"UBERON:0004761"
<http://purl.obolibrary.org/obo/XAO_0003206>	"CL:0000653"
<http://purl.obolibrary.org/obo/XAO_0003194>	"UBERON:0001032"
<http://purl.obolibrary.org/obo/XAO_0004002>	"UBERON:0010202"
<http://purl.obolibrary.org/obo/XAO_0000115>	"UBERON:0001638"
<http://purl.obolibrary.org/obo/XAO_0000451>	"UBERON:0003116"
<http://purl.obolibrary.org/obo/XAO_0000193>	"UBERON:0001839"
<http://purl.obolibrary.org/obo/XAO_0000066>	"UBERON:0002165"
<http://purl.obolibrary.org/obo/XAO_0003242>	"CL:0000360"
<http://purl.obolibrary.org/obo/XAO_0005050>	"UBERON:0007634"
<http://purl.obolibrary.org/obo/XAO_0000248>	"UBERON:0005061"
<http://purl.obolibrary.org/obo/XAO_0005058>	"UBERON:3010599"
<http://purl.obolibrary.org/obo/XAO_0000383>	"UBERON:0003087"
<http://purl.obolibrary.org/obo/XAO_0004176>	"UBERON:0010078"
<http://purl.obolibrary.org/obo/XAO_0004554>	"UBERON:0002956"
<http://purl.obolibrary.org/obo/XAO_0004084>	"UBERON:0005519"
<http://purl.obolibrary.org/obo/XAO_0005132>	"GO:0097450"
<http://purl.obolibrary.org/obo/XAO_0000431>	"UBERON:0001091"
<http://purl.obolibrary.org/obo/XAO_0004126>	"UBERON:0000946"
<http://purl.obolibrary.org/obo/XAO_0000046>	"UBERON:0003057"
<http://purl.obolibrary.org/obo/XAO_0003162>	"CARO:0000040"
<http://purl.obolibrary.org/obo/XAO_0003162>	"UBERON:0000476"
<http://purl.obolibrary.org/obo/XAO_0004278>	"UBERON:0004743"
<http://purl.obolibrary.org/obo/XAO_0005300>	"UBERON:0001276"
<http://purl.obolibrary.org/obo/XAO_0000006>	"UBERON:0003051"
<http://purl.obolibrary.org/obo/XAO_0006016>	"UBERON:8400024"
<http://purl.obolibrary.org/obo/XAO_0004540>	"UBERON:0010011"
<http://purl.obolibrary.org/obo/XAO_0004070>	"UBERON:0001898"
<http://purl.obolibrary.org/obo/XAO_0004215>	"UBERON:0001650"
<http://purl.obolibrary.org/obo/XAO_0005188>	"UBERON:0006964"
<http://purl.obolibrary.org/obo/XAO_0000314>	"UBERON:0005598"
<http://purl.obolibrary.org/obo/XAO_0000205>	"UBERON:0003068"
<http://purl.obolibrary.org/obo/XAO_0005016>	"GO:0030425"
<http://purl.obolibrary.org/obo/XAO_0004570>	"UBERON:0014738"
<http://purl.obolibrary.org/obo/XAO_0004589>	"UBERON:0001906"
<http://purl.obolibrary.org/obo/XAO_0005159>	"UBERON:0001162"
<http://purl.obolibrary.org/obo/XAO_0003248>	"CL:0000223"
<http://purl.obolibrary.org/obo/XAO_0004308>	"CL:0000125"
<http://purl.obolibrary.org/obo/XAO_0003263>	"CL:0000512"
<http://purl.obolibrary.org/obo/XAO_0003208>	"UBERON:0010544"
<http://purl.obolibrary.org/obo/XAO_0004602>	"UBERON:0004086"
<http://purl.obolibrary.org/obo/XAO_0005023>	"UBERON:3010602"
<http://purl.obolibrary.org/obo/XAO_0005254>	"GO:0043296"
<http://purl.obolibrary.org/obo/XAO_0000177>	"UBERON:0001016"
<http://purl.obolibrary.org/obo/XAO_0005145>	"UBERON:0001160"
<http://purl.obolibrary.org/obo/XAO_0004596>	"UBERON:2000459"
<http://purl.obolibrary.org/obo/XAO_0003087>	"UBERON:0003277"
<http://purl.obolibrary.org/obo/XAO_0005044>	"CL:0002573"
<http://purl.obolibrary.org/obo/XAO_0003096>	"UBERON:0001649"
<http://purl.obolibrary.org/obo/XAO_0000133>	"UBERON:0002107"
<http://purl.obolibrary.org/obo/XAO_0000137>	"UBERON:0000017"
<http://purl.obolibrary.org/obo/XAO_0003037>	"CARO:0000055"
<http://purl.obolibrary.org/obo/XAO_0003037>	"UBERON:0000481"
<http://purl.obolibrary.org/obo/XAO_0005225>	"UBERON:0004637"
<http://purl.obolibrary.org/obo/XAO_0000266>	"UBERON:0001781"
<http://purl.obolibrary.org/obo/XAO_0005116>	"CL:0000440"
<http://purl.obolibrary.org/obo/XAO_0000272>	"UBERON:0002255"
<http://purl.obolibrary.org/obo/XAO_0003146>	"UBERON:0000991"
<http://purl.obolibrary.org/obo/XAO_0003172>	"UBERON:0003112"
<http://purl.obolibrary.org/obo/XAO_0006042>	"CL:0002092"
<http://purl.obolibrary.org/obo/XAO_0000342>	"UBERON:0003118"
<http://purl.obolibrary.org/obo/XAO_0001017>	"UBERON:0002384"
<http://purl.obolibrary.org/obo/XAO_0003220>	"UBERON:0001793"
<http://purl.obolibrary.org/obo/XAO_0000053>	"UBERON:0006904"
<http://purl.obolibrary.org/obo/XAO_0003017>	"CL:0000057"
<http://purl.obolibrary.org/obo/XAO_0004290>	"GO:0044464"
<http://purl.obolibrary.org/obo/XAO_0004290>	"CARO:0000014"
<http://purl.obolibrary.org/obo/XAO_0000361>	"UBERON:0005609"
<http://purl.obolibrary.org/obo/XAO_0000252>	"UBERON:0003842"
<http://purl.obolibrary.org/obo/XAO_0003010>	"UBERON:0000947"
<http://purl.obolibrary.org/obo/XAO_0004154>	"UBERON:0005492"
<http://purl.obolibrary.org/obo/XAO_0003269>	"UBERON:0011648"
<http://purl.obolibrary.org/obo/XAO_0000024>	"UBERON:0007098"
<http://purl.obolibrary.org/obo/XAO_0004608>	"UBERON:0002286"
<http://purl.obolibrary.org/obo/XAO_0004197>	"UBERON:0001996"
<http://purl.obolibrary.org/obo/XAO_0003219>	"UBERON:0001789"
<http://purl.obolibrary.org/obo/XAO_0004001>	"UBERON:0000463"
<http://purl.obolibrary.org/obo/XAO_0000100>	"UBERON:0004535"
<http://purl.obolibrary.org/obo/XAO_0003212>	"UBERON:0010545"
<http://purl.obolibrary.org/obo/XAO_0003103>	"UBERON:0001705"
<http://purl.obolibrary.org/obo/XAO_0004134>	"UBERON:0007285"
<http://purl.obolibrary.org/obo/XAO_0003196>	"UBERON:0005725"
<http://purl.obolibrary.org/obo/XAO_0000198>	"UBERON:0001840"
<http://purl.obolibrary.org/obo/XAO_0005166>	"CL:0000502"
<http://purl.obolibrary.org/obo/XAO_0003024>	"UBERON:0000033"
<http://purl.obolibrary.org/obo/XAO_0003255>	"CL:0000222"
<http://purl.obolibrary.org/obo/XAO_0005057>	"UBERON:0003029"
<http://purl.obolibrary.org/obo/XAO_0000010>	"UBERON:0000955"
<http://purl.obolibrary.org/obo/XAO_0004181>	"CL:0000746"
<http://purl.obolibrary.org/obo/XAO_0004189>	"UBERON:0002062"
<http://purl.obolibrary.org/obo/XAO_0004111>	"CL:0000573"
<http://purl.obolibrary.org/obo/XAO_0004120>	"UBERON:0003906"
<http://purl.obolibrary.org/obo/XAO_0003226>	"UBERON:0001945"
<http://purl.obolibrary.org/obo/XAO_0004086>	"UBERON:0007281"
<http://purl.obolibrary.org/obo/XAO_0004620>	"UBERON:0009955"
<http://purl.obolibrary.org/obo/XAO_0000092>	"UBERON:0004735"
<http://purl.obolibrary.org/obo/XAO_0004372>	"UBERON:0009635"
<http://purl.obolibrary.org/obo/XAO_0005075>	"UBERON:0002232"
<http://purl.obolibrary.org/obo/XAO_0005001>	"UBERON:4000122"
<http://purl.obolibrary.org/obo/XAO_0000155>	"UBERON:0000079"
<http://purl.obolibrary.org/obo/XAO_0004007>	"UBERON:0000490"
<http://purl.obolibrary.org/obo/XAO_0004007>	"CARO:0000073"
<http://purl.obolibrary.org/obo/XAO_0004173>	"UBERON:0001634"
<http://purl.obolibrary.org/obo/XAO_0005190>	"UBERON:0002432"
<http://purl.obolibrary.org/obo/XAO_0000388>	"UBERON:0001072"
<http://purl.obolibrary.org/obo/XAO_0006020>	"GO:0005769"
<http://purl.obolibrary.org/obo/XAO_0000381>	"UBERON:0006196"
<http://purl.obolibrary.org/obo/XAO_0003045>	"CARO:0000066"
<http://purl.obolibrary.org/obo/XAO_0003045>	"UBERON:0000483"
<http://purl.obolibrary.org/obo/XAO_0006037>	"CL:0000218"
<http://purl.obolibrary.org/obo/XAO_0000280>	"UBERON:0012285"
<http://purl.obolibrary.org/obo/XAO_0000171>	"UBERON:0000982"
<http://purl.obolibrary.org/obo/XAO_0000217>	"UBERON:0002067"
<http://purl.obolibrary.org/obo/XAO_0000448>	"UBERON:0008894"
<http://purl.obolibrary.org/obo/XAO_0000230>	"CL:0000477"
<http://purl.obolibrary.org/obo/XAO_0003239>	"CL:0000080"
<http://purl.obolibrary.org/obo/XAO_0004276>	"UBERON:0001474"
<http://purl.obolibrary.org/obo/XAO_0000087>	"UBERON:0006071"
<http://purl.obolibrary.org/obo/XAO_0005293>	"UBERON:0000377"
<http://purl.obolibrary.org/obo/XAO_1000095>	"UBERON:0000092"
<http://purl.obolibrary.org/obo/XAO_0003031>	"UBERON:0002103"
<http://purl.obolibrary.org/obo/XAO_0000319>	"UBERON:0003083"
<http://purl.obolibrary.org/obo/XAO_0006014>	"UBERON:0012243"
<http://purl.obolibrary.org/obo/XAO_0005007>	"CL:0000636"
<http://purl.obolibrary.org/obo/XAO_0004213>	"UBERON:0009126"
<http://purl.obolibrary.org/obo/XAO_0000030>	"UBERON:0003125"
<http://purl.obolibrary.org/obo/XAO_0000428>	"UBERON:0001675"
<http://purl.obolibrary.org/obo/XAO_0001002>	"UBERON:0005597"
<http://purl.obolibrary.org/obo/XAO_0000163>	"UBERON:0002370"
<http://purl.obolibrary.org/obo/XAO_0003174>	"UBERON:0003111"
<http://purl.obolibrary.org/obo/XAO_0006044>	"CL:0000094"
<http://purl.obolibrary.org/obo/XAO_0000355>	"UBERON:0003121"
<http://purl.obolibrary.org/obo/XAO_0000119>	"UBERON:0002048"
<http://purl.obolibrary.org/obo/XAO_0003002>	"UBERON:0000467"
<http://purl.obolibrary.org/obo/XAO_0003002>	"CARO:0000011"
<http://purl.obolibrary.org/obo/XAO_0004587>	"UBERON:0002435"
<http://purl.obolibrary.org/obo/XAO_0005312>	"GO:0031430"
<http://purl.obolibrary.org/obo/XAO_0000079>	"UBERON:0003063"
<http://purl.obolibrary.org/obo/XAO_0000018>	"UBERON:0005294"
<http://purl.obolibrary.org/obo/XAO_0005020>	"CL:0000499"
<http://purl.obolibrary.org/obo/XAO_0000326>	"UBERON:0006293"
<http://purl.obolibrary.org/obo/XAO_0004558>	"UBERON:0002886"
<http://purl.obolibrary.org/obo/XAO_0003084>	"UBERON:0003278"
<http://purl.obolibrary.org/obo/XAO_0004263>	"UBERON:0002472"
<http://purl.obolibrary.org/obo/XAO_0003193>	"UBERON:0002082"
<http://purl.obolibrary.org/obo/XAO_1000006>	"UBERON:0000110"
<http://purl.obolibrary.org/obo/XAO_0003029>	"UBERON:0000165"
<http://purl.obolibrary.org/obo/XAO_0000264>	"UBERON:0005721"
<http://purl.obolibrary.org/obo/XAO_0004614>	"GO:0005930"
<http://purl.obolibrary.org/obo/XAO_0004574>	"UBERON:0004186"
<http://purl.obolibrary.org/obo/XAO_0003065>	"UBERON:0005417"
<http://purl.obolibrary.org/obo/XAO_0000051>	"UBERON:0005805"
<http://purl.obolibrary.org/obo/XAO_0001010>	"UBERON:0004535"
<http://purl.obolibrary.org/obo/XAO_0004021>	"UBERON:0011585"
<http://purl.obolibrary.org/obo/XAO_0003015>	"CL:0000056"
<http://purl.obolibrary.org/obo/XAO_0000250>	"UBERON:0003076"
<http://purl.obolibrary.org/obo/XAO_0003150>	"CL:0000300"
<http://purl.obolibrary.org/obo/XAO_0000389>	"UBERON:0004450"
<http://purl.obolibrary.org/obo/XAO_0003267>	"UBERON:0002113"
<http://purl.obolibrary.org/obo/XAO_0000022>	"UBERON:0005724"
<http://purl.obolibrary.org/obo/XAO_0003158>	"CL:0000236"
<http://purl.obolibrary.org/obo/XAO_0004560>	"UBERON:0002179"
<http://purl.obolibrary.org/obo/XAO_0003217>	"UBERON:0001782"
<http://purl.obolibrary.org/obo/XAO_0000065>	"UBERON:0002349"
<http://purl.obolibrary.org/obo/XAO_0005040>	"UBERON:0001841"
<http://purl.obolibrary.org/obo/XAO_0000238>	"UBERON:0001052"
<http://purl.obolibrary.org/obo/XAO_0003092>	"UBERON:0001645"
<http://purl.obolibrary.org/obo/XAO_0004132>	"UBERON:0006601"
<http://purl.obolibrary.org/obo/XAO_0005048>	"UBERON:0009050"
<http://purl.obolibrary.org/obo/XAO_0000373>	"UBERON:0002064"
<http://purl.obolibrary.org/obo/XAO_0004040>	"UBERON:4000115"
<http://purl.obolibrary.org/obo/XAO_0004531>	"UBERON:0001876"
<http://purl.obolibrary.org/obo/XAO_0003022>	"CL:0000247"
<http://purl.obolibrary.org/obo/XAO_0003247>	"CL:0000163"
<http://purl.obolibrary.org/obo/XAO_0003253>	"CL:0000384"
<http://purl.obolibrary.org/obo/XAO_0004048>	"UBERON:0001729"
<http://purl.obolibrary.org/obo/XAO_0000141>	"UBERON:0000080"
<http://purl.obolibrary.org/obo/XAO_0006022>	"CL:0000576"
<http://purl.obolibrary.org/obo/XAO_0000211>	"UBERON:0000407"
<http://purl.obolibrary.org/obo/XAO_0000442>	"UBERON:0003090"
<http://purl.obolibrary.org/obo/XAO_0003224>	"UBERON:0001788"
<http://purl.obolibrary.org/obo/XAO_0000057>	"UBERON:0003059"
<http://purl.obolibrary.org/obo/XAO_0003233>	"CL:0000622"
<http://purl.obolibrary.org/obo/XAO_0004150>	"CL:0000764"
<http://purl.obolibrary.org/obo/XAO_0000127>	"UBERON:0001043"
<http://purl.obolibrary.org/obo/XAO_1000013>	"UBERON:0007233"
<http://purl.obolibrary.org/obo/XAO_0004193>	"UBERON:0010911"
<http://purl.obolibrary.org/obo/XAO_0000271>	"UBERON:0004871"
<http://purl.obolibrary.org/obo/XAO_0003204>	"UBERON:0001049"
<http://purl.obolibrary.org/obo/XAO_0000162>	"UBERON:0002046"
<http://purl.obolibrary.org/obo/XAO_0004005>	"CARO:0000042"
<http://purl.obolibrary.org/obo/XAO_0004005>	"UBERON:0000478"
<http://purl.obolibrary.org/obo/XAO_0005162>	"UBERON:0001708"
<http://purl.obolibrary.org/obo/XAO_0000113>	"UBERON:0000922"
<http://purl.obolibrary.org/obo/XAO_0004138>	"CL:0000098"
<http://purl.obolibrary.org/obo/XAO_0003240>	"CL:0000470"
<http://purl.obolibrary.org/obo/XAO_0000242>	"UBERON:0003074"
<http://purl.obolibrary.org/obo/XAO_0003043>	"UBERON:0001048"
<http://purl.obolibrary.org/obo/XAO_0004082>	"UBERON:0005511"
<http://purl.obolibrary.org/obo/XAO_0000180>	"UBERON:0000964"
<http://purl.obolibrary.org/obo/XAO_0003165>	"CARO:0000072"
<http://purl.obolibrary.org/obo/XAO_0003165>	"UBERON:0000489"
<http://purl.obolibrary.org/obo/XAO_0006035>	"CL:0002375"
<http://purl.obolibrary.org/obo/XAO_0004124>	"UBERON:0003930"
<http://purl.obolibrary.org/obo/XAO_0000188>	"UBERON:0000941"
<http://purl.obolibrary.org/obo/XAO_0004099>	"CL:0000561"
<http://purl.obolibrary.org/obo/XAO_0003102>	"UBERON:0001077"
<http://purl.obolibrary.org/obo/XAO_0000367>	"UBERON:0004449"
<http://purl.obolibrary.org/obo/XAO_0000009>	"UBERON:0000966"
<http://purl.obolibrary.org/obo/XAO_0000085>	"UBERON:0003064"
<http://purl.obolibrary.org/obo/XAO_0000258>	"UBERON:0000992"
<http://purl.obolibrary.org/obo/XAO_0005291>	"UBERON:0006211"
<http://purl.obolibrary.org/obo/XAO_0004204>	"UBERON:0013631"
<http://purl.obolibrary.org/obo/XAO_0000393>	"UBERON:0003481"
<http://purl.obolibrary.org/obo/XAO_0005186>	"UBERON:0002196"
<http://purl.obolibrary.org/obo/XAO_0000277>	"UBERON:0004771"
<http://purl.obolibrary.org/obo/XAO_0005014>	"GO:0005813"
<http://purl.obolibrary.org/obo/XAO_0000426>	"UBERON:0001579"
<http://purl.obolibrary.org/obo/XAO_0000168>	"UBERON:0002204"
<http://purl.obolibrary.org/obo/XAO_0004110>	"CL:0000287"
<http://purl.obolibrary.org/obo/XAO_0000353>	"UBERON:0003123"
<http://purl.obolibrary.org/obo/XAO_0003078>	"UBERON:0001094"
<http://purl.obolibrary.org/obo/XAO_0000469>	"UBERON:0003097"
<http://purl.obolibrary.org/obo/XAO_0003000>	"UBERON:0000061"
<http://purl.obolibrary.org/obo/XAO_0003000>	"CARO:0000003"
<http://purl.obolibrary.org/obo/XAO_0005157>	"UBERON:0001165"
<http://purl.obolibrary.org/obo/XAO_0000462>	"UBERON:0003095"
<http://purl.obolibrary.org/obo/XAO_0000016>	"UBERON:0003052"
<http://purl.obolibrary.org/obo/XAO_0003261>	"CL:0000853"
<http://purl.obolibrary.org/obo/XAO_0003049>	"UBERON:0001013"
<http://purl.obolibrary.org/obo/XAO_0003152>	"UBERON:0002405"
<http://purl.obolibrary.org/obo/XAO_0000333>	"UBERON:0005892"
<http://purl.obolibrary.org/obo/XAO_0000284>	"UBERON:0003078"
<http://purl.obolibrary.org/obo/XAO_0004565>	"UBERON:0002267"
<http://purl.obolibrary.org/obo/XAO_0003211>	"UBERON:0009879"
<http://purl.obolibrary.org/obo/XAO_0000175>	"UBERON:0001135"
<http://purl.obolibrary.org/obo/XAO_0004012>	"UBERON:0004765"
<http://purl.obolibrary.org/obo/XAO_0000105>	"UBERON:0001731"
<http://purl.obolibrary.org/obo/XAO_0005309>	"UBERON:0011779"
<http://purl.obolibrary.org/obo/XAO_1000004>	"UBERON:0000107"
<http://purl.obolibrary.org/obo/XAO_0004145>	"UBERON:0001862"
<http://purl.obolibrary.org/obo/XAO_0000131>	"UBERON:0000059"
<http://purl.obolibrary.org/obo/XAO_0000135>	"UBERON:0002110"
<http://purl.obolibrary.org/obo/XAO_0005071>	"UBERON:0002419"
<http://purl.obolibrary.org/obo/XAO_0004389>	"UBERON:0001715"
<http://purl.obolibrary.org/obo/XAO_0003035>	"UBERON:0001466"
<http://purl.obolibrary.org/obo/XAO_0004217>	"CL:0000100"
<http://purl.obolibrary.org/obo/XAO_0003170>	"UBERON:0001703"
<http://purl.obolibrary.org/obo/XAO_0005031>	"CL:0000681"
<http://purl.obolibrary.org/obo/XAO_0001015>	"UBERON:0006172"
<http://purl.obolibrary.org/obo/XAO_0003006>	"CARO:0000027"
<http://purl.obolibrary.org/obo/XAO_0003006>	"UBERON:0003101"
<http://purl.obolibrary.org/obo/XAO_0005039>	"GO:0005737"
<http://purl.obolibrary.org/obo/XAO_0000364>	"UBERON:0003086"
<http://purl.obolibrary.org/obo/XAO_0004522>	"CL:0007004"
<http://purl.obolibrary.org/obo/XAO_0005196>	"CL:0000775"
<http://purl.obolibrary.org/obo/XAO_0004152>	"UBERON:0002200"
<http://purl.obolibrary.org/obo/XAO_0004060>	"UBERON:0005306"
<http://purl.obolibrary.org/obo/XAO_0006013>	"GO:0043700"
<http://purl.obolibrary.org/obo/XAO_0000202>	"UBERON:0012284"
<http://purl.obolibrary.org/obo/XAO_0004018>	"UBERON:0002513"
<http://purl.obolibrary.org/obo/XAO_0000063>	"UBERON:0003060"
<http://purl.obolibrary.org/obo/XAO_0000236>	"UBERON:0002114"
<http://purl.obolibrary.org/obo/XAO_0003090>	"UBERON:0001643"
<http://purl.obolibrary.org/obo/XAO_0000118>	"UBERON:0003126"
<http://purl.obolibrary.org/obo/XAO_0000196>	"UBERON:0001854"
<http://purl.obolibrary.org/obo/XAO_0005164>	"CL:0000171"
<http://purl.obolibrary.org/obo/XAO_0003098>	"UBERON:0002037"
<http://purl.obolibrary.org/obo/XAO_0003245>	"CL:0000221"
<http://purl.obolibrary.org/obo/XAO_0000000>	"CARO:0000000"
<http://purl.obolibrary.org/obo/XAO_0000146>	"UBERON:0005325"
<http://purl.obolibrary.org/obo/XAO_0002000>	"UBERON:0002120"
<http://purl.obolibrary.org/obo/XAO_0003061>	"UBERON:0001440"
<http://purl.obolibrary.org/obo/XAO_0005135>	"CL:0000164"
<http://purl.obolibrary.org/obo/XAO_0000055>	"UBERON:0002328"
<http://purl.obolibrary.org/obo/XAO_0000440>	"UBERON:0009128"
<http://purl.obolibrary.org/obo/XAO_0000182>	"UBERON:0001811"
<http://purl.obolibrary.org/obo/XAO_0000228>	"UBERON:0004128"
<http://purl.obolibrary.org/obo/XAO_0003231>	"CL:0000212"
<http://purl.obolibrary.org/obo/XAO_0000090>	"UBERON:0000925"
